| Day                            | Time                           | Campus                         | Building & Room                |
| Wednesday                      | 1800 - 2100                    | LIVINGSTON                     | BRR-3087                       |
| Tuesday                        | 1800 - 1920                    | LIVINGSTON                     | BRR-4087                       |
| U                              | 0900 - 1200                    | LIVINGSTON                     | BRR-3071                       |
| Wednesday                      | 1800 - 2100                    | LIVINGSTON                     | BRR-5105                       |
| Wednesday                      | 1800 - 2100                    | LIVINGSTON                     | BRR-3038                       |
| Saturday                       | 1100 - 1400                    | LIVINGSTON                     | BRR-3038                       |
| Monday                         | 1400 - 1700                    | LIVINGSTON                     | BRR-4087                       |
| Monday                         | 0830 - 1130                    | LIVINGSTON                     | BRR-4087                       |
| Thursday                       | 1400 - 1700                    | LIVINGSTON                     | BRR-4085                       |
| Thursday                       | 1020 - 1320                    | LIVINGSTON                     | BRR-3031                       |
| Tuesday                        | 1210 - 1510                    | LIVINGSTON                     | BRR-2071                       |
| Wednesday                      | 1020 - 1320                    | LIVINGSTON                     | BRR-5113                       |
| Wednesday                      | 0830 - 1130                    | LIVINGSTON                     | BRR-4085                       |
| Tuesday                        | 1020 - 1320                    | LIVINGSTON                     | BRR-5113                       |
| Thursday                       | 1800 - 2100                    | LIVINGSTON                     | BRR-5113                       |
| Wednesday                      | 1210 - 1510                    | LIVINGSTON                     | BRR-3038                       |
| Thursday                       | 1800 - 2100                    | LIVINGSTON                     | BRR-4071                       |
| Tuesday                        | 1800 - 1920                    | LIVINGSTON                     | BRR-4087                       |
| Monday                         | 1800 - 2100                    | LIVINGSTON                     | BRR-5073                       |
| Wednesday                      | 1800 - 2100                    | LIVINGSTON                     | BRR-5073                       |
| Wednesday                      | 1800 - 2100                    | LIVINGSTON                     | BRR-4031                       |
| Tuesday                        | 1800 - 2100                    | LIVINGSTON                     | BRR-3031                       |
| Monday                         | 1800 - 2100                    | LIVINGSTON                     | BRR-3038                       |
| Saturday                       | 1315 - 1615                    | LIVINGSTON                     | BRR-2071                       |
| Saturday                       | 1315 - 1615                    | LIVINGSTON                     | BRR-2071                       |
| Monday                         | 1800 - 2100                    | LIVINGSTON                     | BRR-4087                       |
| Monday                         | 1800 - 2100                    | LIVINGSTON                     | BRR-4087                       |
| Saturday                       | 0900 - 1200                    | LIVINGSTON                     | BRR-5101                       |
| Saturday                       | 0900 - 1200                    | LIVINGSTON                     | BRR-5101                       |
| Tuesday                        | 1020 - 1320                    | LIVINGSTON                     | BRR-5105                       |
| Tuesday                        | 1020 - 1320                    | LIVINGSTON                     | BRR-5071                       |
| Tuesday                        | 1800 - 2100                    | LIVINGSTON                     | BRR-5087                       |
| Tuesday                        | 1800 - 2100                    | LIVINGSTON                     | BRR-5087                       |
| Wednesday                      | 1800 - 2100                    | LIVINGSTON                     | BRR-4087                       |
| Wednesday                      | 1800 - 2100                    | LIVINGSTON                     | BRR-4087                       |
| Thursday                       | 1800 - 2100                    | LIVINGSTON                     | TIL-252                        |
| Thursday                       | 1800 - 2100                    | LIVINGSTON                     | BRR-4087                       |
| Thursday                       | 1800 - 2100                    | LIVINGSTON                     | BRR-4087                       |
| Tuesday                        | 1400 - 1700                    | LIVINGSTON                     | BRR-4085                       |
| Thursday                       | 1800 - 2100                    | LIVINGSTON                     | BRR-4071                       |
| Friday                         | 1400 - 1700                    | LIVINGSTON                     | BRR-3087                       |
| Monday                         | 1010 - 1130                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1010 - 1130                    | BUSCH                          | PH-131                         |
| Tuesday                        | 0920 - 1015                    | BUSCH                          | PH-131                         |
| Tuesday                        | 1300 - 1450                    | BUSCH                          | PH-288                         |
| Monday                         | 1100 - 1155                    | BUSCH                          | PH-130                         |
| Wednesday                      | 1100 - 1155                    | BUSCH                          | PH-130                         |
| Thursday                       | 1100 - 1155                    | BUSCH                          | PH-130                         |
| Tuesday                        | 1740 - 1900                    | BUSCH                          | PH-247                         |
| Thursday                       | 1740 - 1900                    | BUSCH                          | PH-247                         |
| Tuesday                        | 1210 - 1330                    | BUSCH                          | PH-130                         |
| Friday                         | 1210 - 1330                    | BUSCH                          | PH-130                         |
| Monday                         | 0830 - 0950                    | BUSCH                          | PH-131                         |
| Wednesday                      | 0830 - 0950                    | BUSCH                          | PH-131                         |
| Friday                         | 0920 - 1015                    | BUSCH                          | PH-131                         |
| Tuesday                        | 1400 - 1550                    | BUSCH                          | PH-249                         |
| Monday                         | 1235 - 1445                    | BUSCH                          | PH-130                         |
| Wednesday                      | 1235 - 1445                    | BUSCH                          | PH-130                         |
| Thursday                       | 1235 - 1445                    | BUSCH                          | PH-130                         |
| Monday                         | 1235 - 1445                    | BUSCH                          | PH-130                         |
| Wednesday                      | 1235 - 1445                    | BUSCH                          | PH-130                         |
| Thursday                       | 1235 - 1445                    | BUSCH                          | PH-130                         |
| Monday                         | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Thursday                       | 0840 - 1000                    | BUSCH                          | PH-215                         |
| Monday                         | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Thursday                       | 1010 - 1130                    | BUSCH                          | PH-215                         |
| Monday                         | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Thursday                       | 1140 - 1300                    | BUSCH                          | PH-215                         |
| Monday                         | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Thursday                       | 1310 - 1430                    | BUSCH                          | PH-215                         |
| Monday                         | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1230 - 1350                    | BUSCH                          | PH-131                         |
| Thursday                       | 1440 - 1600                    | BUSCH                          | PH-215                         |
| Monday                         | 1410 - 1530                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1410 - 1530                    | BUSCH                          | PH-131                         |
| Friday                         | 1035 - 1155                    | BUSCH                          | PH-131                         |
| Tuesday                        | 1415 - 1510                    | BUSCH                          | PH-131                         |
| Wednesday                      | 1530 - 1830                    | BUSCH                          | PH-130                         |
| Monday                         | 0830 - 0950                    | BUSCH                          | PH-130                         |
| Thursday                       | 0830 - 0950                    | BUSCH                          | PH-130                         |
| Tuesday                        | 1030 - 1150                    | BUSCH                          | PH-131                         |
| Thursday                       | 0840 - 1000                    | BUSCH                          | PH-135                         |
| Tuesday                        | 1030 - 1150                    | BUSCH                          | PH-131                         |
| Thursday                       | 1010 - 1130                    | BUSCH                          | PH-135                         |
| Tuesday                        | 1030 - 1150                    | BUSCH                          | PH-131                         |
| Thursday                       | 1140 - 1300                    | BUSCH                          | PH-135                         |
| Tuesday                        | 1030 - 1150                    | BUSCH                          | PH-131                         |
| Thursday                       | 1310 - 1430                    | BUSCH                          | PH-135                         |
| Tuesday                        | 1030 - 1150                    | BUSCH                          | PH-131                         |
| Thursday                       | 1440 - 1600                    | BUSCH                          | PH-135                         |
| Wednesday                      | 1530 - 1830                    | BUSCH                          | PH-131                         |
| Tuesday                        | 1350 - 1540                    | BUSCH                          | PH-130                         |
| Friday                         | 0910 - 1030                    | BUSCH                          | PH-135                         |
| Friday                         | 1035 - 1155                    | BUSCH                          | PH-135                         |
| Friday                         | 1200 - 1320                    | BUSCH                          | PH-135                         |
| Friday                         | 1325 - 1445                    | BUSCH                          | PH-135                         |
| Friday                         | 1450 - 1610                    | BUSCH                          | PH-135                         |
| Tuesday                        | 1300 - 1450                    | BUSCH                          | PH-247                         |
| Friday                         | 0800 - 0900                    | BUSCH                          | PH-131                         |
| Friday                         | 0910 - 1030                    | BUSCH                          | PH-288                         |
| Friday                         | 0800 - 0900                    | BUSCH                          | PH-131                         |
| Friday                         | 1035 - 1155                    | BUSCH                          | PH-288                         |
| Friday                         | 0800 - 0900                    | BUSCH                          | PH-131                         |
| Friday                         | 1200 - 1320                    | BUSCH                          | PH-288                         |
| Friday                         | 0800 - 0900                    | BUSCH                          | PH-131                         |
| Friday                         | 1325 - 1445                    | BUSCH                          | PH-288                         |
| Friday                         | 0800 - 0900                    | BUSCH                          | PH-131                         |
| Friday                         | 1450 - 1610                    | BUSCH                          | PH-288                         |
| Tuesday                        | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Wednesday                      | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Friday                         | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Tuesday                        | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Wednesday                      | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Friday                         | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Tuesday                        | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Wednesday                      | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Friday                         | 0830 - 1020                    | BUSCH                          | PH-130                         |
| Wednesday                      | 1530 - 1830                    | BUSCH                          | PH-130                         |
| Tuesday                        | 1035 - 1155                    | BUSCH                          | PH-130                         |
| Friday                         | 1035 - 1155                    | BUSCH                          | PH-130                         |
| Thursday                       | 1400 - 1550                    | BUSCH                          | PH-249                         |
| Monday                         | 0840 - 1000                    | BUSCH                          | PH-135                         |
| Monday                         | 1010 - 1130                    | BUSCH                          | PH-135                         |
| Monday                         | 1140 - 1300                    | BUSCH                          | PH-135                         |
| Monday                         | 1310 - 1430                    | BUSCH                          | PH-135                         |
| Monday                         | 1440 - 1600                    | BUSCH                          | PH-135                         |
| Monday                         | 1700 - 1900                    | BUSCH                          | PH-130                         |
| Thursday                       | 1700 - 1900                    | BUSCH                          | PH-130                         |
| Thursday                       | 0830 - 1020                    | BUSCH                          | PH-288                         |
| Wednesday                      | 1100 - 1250                    | BUSCH                          | PH-249                         |
| Thursday                       | 1040 - 1230                    | BUSCH                          | PH-288                         |
| Thursday                       | 1250 - 1440                    | BUSCH                          | PH-288                         |
| Wednesday                      | 1040 - 1230                    | BUSCH                          | PH-288                         |
| Wednesday                      | 1210 - 1330                    | LIVINGSTON                     | BRR-1095                       |
| Friday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-1095                       |
| Tuesday                        | 1020 - 1140                    | LIVINGSTON                     | BRR-1095                       |
| Friday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-1095                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-3071                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-3071                       |
| Monday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-1095                       |
| Wednesday                      | 1400 - 1520                    | LIVINGSTON                     | BRR-1095                       |
| Monday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-2071                       |
| Thursday                       | 0830 - 0950                    | LIVINGSTON                     | BRR-2071                       |
| Saturday                       | 0900 - 1200                    | LIVINGSTON                     | BRR-1095                       |
| U                              | 0900 - 1200                    | LIVINGSTON                     | BRR-1095                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | TIL-257                        |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | TIL-257                        |
| Monday                         | 1930 - 2050                    | LIVINGSTON                     | BRR-1095                       |
| Wednesday                      | 1930 - 2050                    | LIVINGSTON                     | BRR-1095                       |
| Tuesday                        | 1210 - 1330                    | LIVINGSTON                     | BRR-1071                       |
| Friday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-1071                       |
| Monday                         | 1740 - 1900                    | LIVINGSTON                     | BRR-4085                       |
| Wednesday                      | 1740 - 1900                    | LIVINGSTON                     | BRR-4085                       |
| Monday                         | 1550 - 1710                    | LIVINGSTON                     | BRR-1095                       |
| Wednesday                      | 1550 - 1710                    | LIVINGSTON                     | BRR-1095                       |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-3071                       |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BRR-3071                       |
| Monday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-4071                       |
| Wednesday                      | 1400 - 1520                    | LIVINGSTON                     | BRR-4071                       |
| Monday                         | 1550 - 1710                    | LIVINGSTON                     | BRR-4071                       |
| Wednesday                      | 1550 - 1710                    | LIVINGSTON                     | BRR-4071                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-4071                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-4071                       |
| Tuesday                        | 1550 - 1710                    | LIVINGSTON                     | BRR-4071                       |
| Thursday                       | 1550 - 1710                    | LIVINGSTON                     | BRR-4071                       |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | TIL-207                        |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | TIL-207                        |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BE-003                         |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BE-003                         |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BE-219                         |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BE-219                         |
| Tuesday                        | 1930 - 2230                    | LIVINGSTON                     | BRR-5117                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-5117                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-5117                       |
| Tuesday                        | 1550 - 1710                    | LIVINGSTON                     | BRR-5117                       |
| Thursday                       | 1550 - 1710                    | LIVINGSTON                     | BRR-5117                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-5095                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-5095                       |
| Tuesday                        | 1550 - 1710                    | LIVINGSTON                     | BRR-4073                       |
| Thursday                       | 1550 - 1710                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-4073                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-4073                       |
| Wednesday                      | 1740 - 2040                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-4073                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-5109                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-5109                       |
| Monday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-5117                       |
| Wednesday                      | 1400 - 1520                    | LIVINGSTON                     | BRR-5117                       |
| Monday                         | 1550 - 1710                    | LIVINGSTON                     | BRR-5087                       |
| Wednesday                      | 1550 - 1710                    | LIVINGSTON                     | BRR-5087                       |
| Monday                         | 1740 - 1900                    | LIVINGSTON                     | BRR-5087                       |
| Wednesday                      | 1740 - 1900                    | LIVINGSTON                     | BRR-5087                       |
| Tuesday                        | 0830 - 0950                    | LIVINGSTON                     | BRR-5101                       |
| Friday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-5101                       |
| Wednesday                      | 1210 - 1330                    | LIVINGSTON                     | BRR-1071                       |
| Friday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-1071                       |
| Friday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-5109                       |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BRR-1095                       |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BRR-1095                       |
| Monday                         | 1400 - 1520                    | LIVINGSTON                     | LSH-AUD                        |
| Wednesday                      | 1400 - 1520                    | LIVINGSTON                     | LSH-AUD                        |
| Monday                         | 1550 - 1710                    | LIVINGSTON                     | BE-AUD                         |
| Wednesday                      | 1550 - 1710                    | LIVINGSTON                     | BE-AUD                         |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-4085                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-4085                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-3071                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-3071                       |
| Monday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-5095                       |
| Thursday                       | 0830 - 0950                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 1400 - 1700                    | LIVINGSTON                     | TIL-204                        |
| Tuesday                        | 1210 - 1330                    | LIVINGSTON                     | BRR-5095                       |
| Friday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-5095                       |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-5087                       |
| Wednesday                      | 1400 - 1520                    | LIVINGSTON                     | BRR-5087                       |
| Monday                         | 1740 - 2040                    | LIVINGSTON                     | TIL-204                        |
| Wednesday                      | 1400 - 1700                    | LIVINGSTON                     | TIL-204                        |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-5087                       |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BRR-5087                       |
| Thursday                       | 1930 - 2230                    | LIVINGSTON                     | BRR-5087                       |
| Wednesday                      | 1740 - 2040                    | LIVINGSTON                     | TIL-204                        |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-5095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-5087                       |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BRR-5087                       |
| Wednesday                      | 1400 - 1700                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 1930 - 2230                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 1550 - 1850                    | LIVINGSTON                     | BRR-5095                       |
| Monday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-5101                       |
| Thursday                       | 0830 - 0950                    | LIVINGSTON                     | BRR-5101                       |
| Monday                         | 1400 - 1520                    | LIVINGSTON                     | BRR-3071                       |
| Wednesday                      | 1400 - 1520                    | LIVINGSTON                     | BRR-3071                       |
| Monday                         | 1740 - 1900                    | LIVINGSTON                     | BRR-5071                       |
| Wednesday                      | 1740 - 1900                    | LIVINGSTON                     | BRR-5071                       |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-4085                       |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BRR-4085                       |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-3085                       |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BRR-3085                       |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-5085                       |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BRR-5085                       |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-2071                       |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BRR-2071                       |
| Tuesday                        | 1550 - 1710                    | LIVINGSTON                     | BRR-3085                       |
| Thursday                       | 1550 - 1710                    | LIVINGSTON                     | BRR-3085                       |
| Tuesday                        | 1020 - 1140                    | LIVINGSTON                     | BRR-5109                       |
| Friday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-5109                       |
| Wednesday                      | 1020 - 1320                    | LIVINGSTON                     | BRR-5085                       |
| Tuesday                        | 1550 - 1710                    | LIVINGSTON                     | BRR-5101                       |
| Thursday                       | 1550 - 1710                    | LIVINGSTON                     | BRR-5101                       |
| Wednesday                      | 0830 - 1130                    | LIVINGSTON                     | BRR-1071                       |
| Thursday                       | 1020 - 1320                    | LIVINGSTON                     | BRR-1071                       |
| Tuesday                        | 0830 - 1130                    | LIVINGSTON                     | BRR-3085                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-3038                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-3038                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Wednesday                      | 1605 - 1700                    | LIVINGSTON                     | BE-252                         |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Monday                         | 1415 - 1510                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Wednesday                      | 1415 - 1510                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Wednesday                      | 0845 - 0940                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Friday                         | 1225 - 1320                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Monday                         | 1225 - 1320                    | LIVINGSTON                     | BRR-5101                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-1095                       |
| Friday                         | 0845 - 0940                    | LIVINGSTON                     | BRR-4087                       |
| Monday                         | 1930 - 2230                    | LIVINGSTON                     | BRR-1071                       |
| Monday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-3085                       |
| Thursday                       | 0830 - 0950                    | LIVINGSTON                     | BRR-3085                       |
| Tuesday                        | 0830 - 0950                    | LIVINGSTON                     | BRR-1071                       |
| Friday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-1071                       |
| Tuesday                        | 1740 - 2040                    | LIVINGSTON                     | BRR-2071                       |
| Monday                         | 1550 - 1710                    | LIVINGSTON                     | BRR-4085                       |
| Wednesday                      | 1550 - 1710                    | LIVINGSTON                     | BRR-4085                       |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-3087                       |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BRR-3087                       |
| Tuesday                        | 1020 - 1140                    | LIVINGSTON                     | BRR-5073                       |
| Friday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-5073                       |
| Monday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-5113                       |
| Thursday                       | 1020 - 1140                    | LIVINGSTON                     | BRR-5113                       |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-5071                       |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BRR-5071                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-5073                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-5073                       |
| Tuesday                        | 1020 - 1140                    | LIVINGSTON                     | BRR-2071                       |
| Friday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-2071                       |
| Monday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-5073                       |
| Thursday                       | 0830 - 0950                    | LIVINGSTON                     | BRR-5073                       |
| Tuesday                        | 1210 - 1330                    | LIVINGSTON                     | BRR-4071                       |
| Friday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-4071                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-5101                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-5101                       |
| Monday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-5105                       |
| Thursday                       | 1210 - 1330                    | LIVINGSTON                     | BRR-5105                       |
| Monday                         | 0830 - 0950                    | LIVINGSTON                     | BRR-5105                       |
| Thursday                       | 0830 - 0950                    | LIVINGSTON                     | BRR-5105                       |
| Tuesday                        | 1550 - 1710                    | LIVINGSTON                     | BRR-5109                       |
| Thursday                       | 1550 - 1710                    | LIVINGSTON                     | BRR-5109                       |
| Wednesday                      | 1020 - 1320                    | LIVINGSTON                     | BRR-4073                       |
| Tuesday                        | 1550 - 1710                    | LIVINGSTON                     | BRR-5113                       |
| Thursday                       | 1550 - 1710                    | LIVINGSTON                     | BRR-5113                       |
| Tuesday                        | 1020 - 1140                    | LIVINGSTON                     | BRR-3071                       |
| Tuesday                        | 1210 - 1330                    | LIVINGSTON                     | BRR-3071                       |
| Saturday                       | 0900 - 1200                    | LIVINGSTON                     | BRR-5095                       |
| Wednesday                      | 1930 - 2230                    | LIVINGSTON                     | BRR-5095                       |
| Tuesday                        | 1400 - 1520                    | LIVINGSTON                     | BRR-5087                       |
| Thursday                       | 1400 - 1520                    | LIVINGSTON                     | BRR-5087                       |
| Tuesday                        | 1210 - 1330                    | LIVINGSTON                     | BRR-5087                       |
| Friday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-5087                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BRR-5085                       |
| Thursday                       | 1740 - 1900                    | LIVINGSTON                     | BRR-5085                       |
| Tuesday                        | 1020 - 1140                    | LIVINGSTON                     | BRR-5085                       |
| Friday                         | 1020 - 1140                    | LIVINGSTON                     | BRR-5085                       |
| Tuesday                        | 1210 - 1330                    | LIVINGSTON                     | BRR-5085                       |
| Friday                         | 1210 - 1330                    | LIVINGSTON                     | BRR-5085                       |
| Tuesday                        | 1740 - 1900                    | LIVINGSTON                     | BE-250                         |
