Building/Room       Class Times              Professor Names               
HSB-210             10:35 AM - 11:30 AM      RAUSCHENBACH; ZYLSTRA, GERBEN 
HSB-210             2:00 PM - 3:20 PM        RAUSCHENBACH; ZYLSTRA, GERBEN 
HSB-210             10:35 AM - 11:30 AM      RAUSCHENBACH; ZYLSTRA, GERBEN 
HSB-210             10:35 AM - 11:30 AM      RAUSCHENBACH; ZYLSTRA, GERBEN 
HSB-210             3:50 PM - 5:10 PM        RAUSCHENBACH; ZYLSTRA, GERBEN 
HSB-210             10:35 AM - 11:30 AM      RAUSCHENBACH                  
HSB-210             10:35 AM - 11:30 AM      RAUSCHENBACH                  
HSB-210             5:40 PM - 7:00 PM        RAUSCHENBACH                  
HSB-210             10:35 AM - 11:30 AM      RAUSCHENBACH                  
HSB-210             10:35 AM - 11:30 AM      RAUSCHENBACH; ESQUILIN-LEBRON 
HSB-210             7:30 PM - 8:50 PM                                      
HSB-210             10:35 AM - 11:30 AM      VETRIANI                      
HSB-209             10:35 AM - 11:30 AM      HAGGBLOM, MAX; RAUSCHENBACH   
HSB-209             8:30 AM - 9:50 AM        HAGGBLOM, MAX; RAUSCHENBACH   
HSB-209             10:35 AM - 11:30 AM      RAUSCHENBACH                  
HSB-209             10:35 AM - 11:30 AM      RAUSCHENBACH                  
HSB-209             12:10 PM - 1:30 PM                                     
HSB-209             10:35 AM - 11:30 AM      RAUSCHENBACH                  
HSB-209             10:35 AM - 11:30 AM      QUICK, VIRGINIA               
HSB-209             2:00 PM - 3:20 PM        KERESZTES                     
HSB-209             10:35 AM - 11:30 AM      KERESZTES                     
HSB-209             10:35 AM - 11:30 AM      KERESZTES                     
HSB-209             3:50 PM - 5:10 PM        ABBOT, JACLYN                 
HSB-209             10:35 AM - 11:30 AM      ABBOT, JACLYN                 
HSB-209             10:35 AM - 11:30 AM      GREAVES-PETERS                
HSB-209             5:40 PM - 7:00 PM        GREAVES-PETERS                
HSB-209             8:30 AM - 9:50 AM        DIXON, JOSEPH                 
HSB-209             10:20 AM - 11:40 AM      MILLER, JOSHUA                
HSB-209             10:20 AM - 11:40 AM      ABBOT, JACLYN                 
PHY-LH              12:10 PM - 1:30 PM       ABBOT, JACLYN                 
PHY-LH              12:10 PM - 1:30 PM       PAPASPYROU RAO                
SEC-204             2:00 PM - 3:20 PM        HOFFMAN, DANIEL               
PHY-LH              2:00 PM - 3:20 PM        WATFORD; SAMPATH, HARINI      
PHY-LH              3:50 PM - 5:10 PM        WATFORD; STORCH, JUDITH       
SEC-206             3:50 PM - 5:10 PM        MILLER, JOSHUA                
PHY-LH              5:40 PM - 7:00 PM        FITZGERALD                    
PHY-LH              7:30 PM - 8:50 PM        BRESLIN, PAUL                 
SEC-206             12:10 PM - 1:30 PM       CAMPBELL, SARA; ANTHONY, TRACY
PHY-LH              2:00 PM - 3:20 PM        BRESLIN, PAUL                 
PHY-LH              3:50 PM - 5:10 PM        AGARWAL, SONAL                
SEC-206             5:40 PM - 7:00 PM        AGARWAL, SONAL                
PHY-LH              7:30 PM - 8:50 PM        PAPASPYROU RAO                
PHY-LH              5:40 PM - 7:00 PM        PAPASPYROU RAO                
SEC-206             3:50 PM - 5:10 PM                                      
PHY-LH              10:20 AM - 11:40 AM                                    
PHY-LH              12:10 PM - 1:30 PM                                     
SEC-218             2:00 PM - 3:20 PM        MURPHY                        
PHY-LH              3:50 PM - 5:10 PM        ROBSON, MARK                  
PHY-LH              5:40 PM - 7:00 PM        ROBSON, MARK                  
SEC-204             7:30 PM - 8:50 PM        ALTMAN, GARY                  
PHY-LH              8:30 AM - 9:50 AM        ALTMAN, GARY                  
PHY-LH              10:20 AM - 11:40 AM      DURNER, EDWARD                
SEC-206             12:10 PM - 1:30 PM       KOBAYASHI; PATEL, NRUPALI     
PHY-LH              2:00 PM - 3:20 PM        GIANFAGNA                     
PHY-LH              3:50 PM - 5:10 PM        HECKMAN, JOSEPH               
SEC-206             5:40 PM - 7:00 PM        PATEL, NRUPALI                
PHY-LH              7:30 PM - 8:50 PM        PATEL, NRUPALI                
PHY-LH              10:20 AM - 11:40 AM      WHITE, JAMES                  
SEC-204             12:10 PM - 1:30 PM       BENNETT, JOAN                 
PHY-LH              2:00 PM - 3:20 PM        GOULD, ANN; HILLMAN           
PHY-LH              3:50 PM - 5:10 PM        GOFFREDA                      
SEC-204             5:40 PM - 7:00 PM        BESANCON; ELMORE, MATTHEW     
PHY-LH              10:20 AM - 11:40 AM      SIMON, JAMES; WU, QING-LI     
PHY-LH              12:10 PM - 1:30 PM       JULIANI, HECTOR               
SEC-206             2:00 PM - 3:20 PM        SIMON, JAMES                  
PHY-LH              3:50 PM - 5:10 PM        WHITE, JAMES                  
PHY-LH              5:40 PM - 7:00 PM        HECKMAN, JOSEPH               
SEC-218             12:10 PM - 1:30 PM       PATEL, NRUPALI                
PHY-LH              8:30 AM - 11:30 AM       LESTER, KRISTEN               
PHY-LH              12:10 PM - 3:10 PM       LESTER, KRISTEN               
SEC-204             3:50 PM - 6:50 PM        LESTER, KRISTEN               
PHY-LH              7:30 PM - 10:30 PM       GUERRA, ANA                   
PHY-LH              8:30 AM - 11:30 AM       GUERRA, ANA                   
SEC-204             12:10 PM - 3:10 PM       RIGGS-SKEAN; KIPNESS, ASHLEY  
PHY-LH              3:50 PM - 6:50 PM        RIGGS-SKEAN                   
PHY-LH              7:30 PM - 10:30 PM       KYKER-SNOWMAN                 
SEC-204             8:30 AM - 11:30 AM       SHOANE, GEORGE                
PHY-LH              12:10 PM - 3:10 PM       LABAZZO                       
PHY-LH              3:50 PM - 6:50 PM        PAREKKADAN                    
SEC-204             7:30 PM - 10:30 PM       LABAZZO                       
PHY-LH              8:30 AM - 11:30 AM       PIERCE, MARK                  
PHY-LH              12:10 PM - 3:10 PM       BERTHIAUME                    
SEC-204             3:50 PM - 6:50 PM        MAYER, VALERIE                
PHY-LH              7:30 PM - 10:30 PM       DRZEWIECKI                    
PHY-LH              12:10 PM - 3:10 PM       DRZEWIECKI                    
SEC-218             3:50 PM - 6:50 PM        DRZEWIECKI                    
PHY-LH              7:30 PM - 10:30 PM       DRZEWIECKI                    
PHY-LH              8:30 AM - 11:30 AM       DRZEWIECKI                    
SEC-204             12:10 PM - 3:10 PM       KYKER-SNOWMAN                 
PHY-LH              3:50 PM - 6:50 PM        LI, JOHN                      
PHY-LH              7:30 PM - 10:30 PM       LANGRANA                      
SEC-204             8:30 AM - 11:30 AM       ANDROULAKIS                   
PHY-LH              12:10 PM - 3:10 PM                                     
PHY-LH              3:50 PM - 6:50 PM        BERTHIAUME                    
SEC-218             7:30 PM - 10:30 PM       BOUSTANY, NADA                
PHY-LH              8:30 AM - 11:30 AM       BUETTNER, HELEN               
PHY-LH              12:10 PM - 3:10 PM       CAI, LI                       
SEC-218             3:50 PM - 6:50 PM                                      
PHY-LH              8:30 AM - 11:30 AM       DRZEWIECKI                    
PHY-LH              12:10 PM - 3:10 PM       FREEMAN, JOSEPH               
SEC-204             3:50 PM - 6:50 PM        GORMLEY, ADAM                 
PHY-LH              7:30 PM - 10:30 PM                                     
PHY-LH              8:30 AM - 11:30 AM       LANGRANA                      
SEC-212             12:10 PM - 3:10 PM       LI, JOHN                      
PHY-LH              3:50 PM - 6:50 PM        LABAZZO                       
PHY-LH              7:30 PM - 10:30 PM                                     
ARC-205             8:30 AM - 11:30 AM       MANN, ADRIAN                  
PHY-LH              12:10 PM - 3:10 PM       MOGHE, PRABHAS                
PHY-LH              3:50 PM - 6:50 PM                                      
SEC-218             7:30 PM - 10:30 PM                                     
PHY-LH              8:30 AM - 11:30 AM       PIERCE, MARK                  
PHY-LH              12:10 PM - 3:10 PM       PAREKKADAN                    
SEC-218             3:50 PM - 6:50 PM        ROTH, CHARLES                 
PHY-LH              7:30 PM - 10:30 PM                                     
PHY-LH              8:30 AM - 11:30 AM       SHINBROT, TROY                
SEC-218             8:45 AM - 9:40 AM        SHOANE, GEORGE                
SRN-225             8:45 AM - 9:40 AM        SHREIBER, DAVID               
SRN-225             8:30 AM - 9:50 AM                                      
SRN-225             8:45 AM - 9:40 AM        MAYER, VALERIE                
SRN-225             8:45 AM - 9:40 AM        VAZQUEZ                       
SRN-225             10:20 AM - 11:40 AM      YARMUSH, MARTIN               
SRN-225             8:45 AM - 9:40 AM        ZAHN, JEFFREY                 
SRN-225             8:45 AM - 9:40 AM        LI, JOHN                      
SRN-225             12:10 PM - 1:30 PM       CAI, LI                       
SRN-225             8:45 AM - 9:40 AM        GORMLEY, ADAM                 
SRN-225             8:45 AM - 9:40 AM        ZAHN, JEFFREY                 
SRN-225             2:00 PM - 3:20 PM        ANDROULAKIS                   
SRN-225             8:45 AM - 9:40 AM        ANDROULAKIS                   
SRN-228             8:45 AM - 9:40 AM        ANDROULAKIS                   
SRN-228             3:50 PM - 5:10 PM        BERTHIAUME                    
SRN-228             8:45 AM - 9:40 AM        BOUSTANY, NADA                
SRN-228             8:45 AM - 9:40 AM        BUETTNER, HELEN               
SRN-228             5:40 PM - 7:00 PM        CAI, LI                       
SRN-228             8:45 AM - 9:40 AM        CRAELIUS                      
SRN-228             8:45 AM - 9:40 AM        DRZEWIECKI                    
SRN-228             8:30 AM - 9:50 AM        FREEMAN, JOSEPH               
SRN-228             8:45 AM - 9:40 AM        GORMLEY, ADAM                 
SRN-228             8:45 AM - 9:40 AM        HACIHALILOGLU                 
SRN-228             10:20 AM - 11:40 AM      LANGRANA                      
SRN-228             8:45 AM - 9:40 AM        LI, JOHN                      
SRN-228             8:45 AM - 9:40 AM        LABAZZO                       
SRN-228             12:10 PM - 1:30 PM                                     
PHY-LH              8:45 AM - 9:40 AM        MANN, ADRIAN                  
PHY-LH              8:45 AM - 9:40 AM        MOGHE, PRABHAS                
SEC-218             2:00 PM - 3:20 PM        OLABISI, RONKE                
PHY-LH              8:45 AM - 9:40 AM        PAPATHOMAS                    
PHY-LH              8:45 AM - 9:40 AM        PIERCE, MARK                  
SEC-218             3:50 PM - 5:10 PM        PAREKKADAN                    
PHY-LH              8:45 AM - 9:40 AM        ROTH, CHARLES                 
PHY-LH              8:45 AM - 9:40 AM                                      
SEC-218             5:40 PM - 7:00 PM        SHINBROT, TROY                
PHY-LH              10:35 AM - 11:30 AM      SHOANE, GEORGE                
PHY-LH              10:35 AM - 11:30 AM      SHREIBER, DAVID               
SEC-218             8:30 AM - 9:50 AM        SY, JAY                       
PHY-LH              10:35 AM - 11:30 AM      MAYER, VALERIE                
PHY-LH              10:35 AM - 11:30 AM      VAZQUEZ                       
SEC-206             10:20 AM - 11:40 AM      YARMUSH, MARTIN               
SEC-210             10:35 AM - 11:30 AM      ZAHN, JEFFREY                 
SEC-210             10:35 AM - 11:30 AM      ANDROULAKIS                   
SEC-218             12:10 PM - 1:30 PM       LABAZZO                       
SEC-210             10:35 AM - 11:30 AM      LABAZZO                       
SEC-210             10:35 AM - 11:30 AM      VAZQUEZ                       
SEC-218             2:00 PM - 3:20 PM        HELFGOTT, DAYNA               
SEC-210             10:35 AM - 11:30 AM      CORRENTE                      
SEC-210             10:35 AM - 11:30 AM      ANDROULAKIS                   
SEC-206             3:50 PM - 5:10 PM        ASEFA, TEWODROS               
SRN-106             10:35 AM - 11:30 AM      BERTUCCIO, ALEX               
SRN-106             10:35 AM - 11:30 AM      BUETTNER, HELEN               
SRN-106             5:40 PM - 7:00 PM        CELIK, FUAT                   
SRN-106             10:35 AM - 11:30 AM      CHUNDAWAT                     
SRN-106             10:35 AM - 11:30 AM      DUTT, MEENAKSHI               
SRN-106             8:30 AM - 9:50 AM        GLASSER                       
SEC-202             10:35 AM - 11:30 AM      IERAPETRITOU                  
SEC-202             10:35 AM - 11:30 AM      LEE, KI BUM                   
ARC-105             10:20 AM - 11:40 AM      MOGHE, PRABHAS                
ARC-105             10:35 AM - 11:30 AM      MUZZIO                        
TIL-252             10:35 AM - 11:30 AM      NEIMARK                       
RWH-208             12:10 PM - 1:30 PM       PEDERSEN                      
TIL-252             10:35 AM - 11:30 AM      RAMACHANDRAN                  
RWH-208             10:35 AM - 11:30 AM      ROTH, CHARLES                 
PH-111              2:00 PM - 3:20 PM        SHAPLEY, NINA                 
SRN-101             10:35 AM - 11:30 AM      SINGH, RAVENDRA               
PH-111              10:35 AM - 11:30 AM      SCHUSTER                      
SRN-101             3:50 PM - 5:10 PM        TOMASSONE                     
PH-111              10:35 AM - 11:30 AM      TSILOMELEKIS                  
SRN-101             10:35 AM - 11:30 AM      ZHANG, HAORAN                 
PH-111              5:40 PM - 7:00 PM        CHUNDAWAT                     
SRN-101             8:45 AM - 9:40 AM        TOMASSONE                     
SEC-203             8:45 AM - 9:40 AM        ANDROULAKIS                   
SEC-203             10:20 AM - 11:40 AM      GUO, ASHLEY                   
SEC-203             10:35 AM - 11:30 AM      ASEFA, TEWODROS               
SEC-203             10:35 AM - 11:30 AM      ANDROULAKIS                   
SEC-207             8:30 AM - 9:50 AM        BERTUCCIO, ALEX               
SEC-207             4:05 PM - 5:00 PM        BUETTNER, HELEN               
PHY-401             4:05 PM - 5:00 PM        CELIK, FUAT                   
SEC-207             10:20 AM - 11:40 AM      CHUNDAWAT                     
SEC-207             4:05 PM - 5:00 PM        DUTT, MEENAKSHI               
SEC-202             4:05 PM - 5:00 PM        GLASSER                       
SEC-202             12:10 PM - 1:30 PM       IERAPETRITOU                  
SRN-133             4:05 PM - 5:00 PM        MOGHE, PRABHAS                
SRN-133             4:05 PM - 5:00 PM        MUZZIO                        
SRN-401             5:40 PM - 7:00 PM        NEIMARK                       
SRN-401             12:10 PM - 3:10 PM       PEDERSEN                      
SRN-401             3:50 PM - 6:50 PM        RAMACHANDRAN                  
SRN-401             7:30 PM - 10:30 PM       ROTH, CHARLES                 
HCK-216             8:30 AM - 11:30 AM       SHAPLEY, NINA                 
HCK-216             12:10 PM - 3:10 PM       SINGH, RAVENDRA               
HCK-214             3:50 PM - 6:50 PM        SCHUSTER                      
SEC-202             7:30 PM - 10:30 PM       TOMASSONE                     
SEC-202             8:30 AM - 11:30 AM       TSILOMELEKIS                  
SC-203              12:10 PM - 3:10 PM       ZHANG, HAORAN                 
SC-203              3:50 PM - 6:50 PM        SCHUSTER                      
SC-203              7:30 PM - 10:30 PM       SHAPLEY, NINA; ROBBINS, JASON 
SC-114              12:10 PM - 3:10 PM       SHAPLEY, NINA; ROBBINS, JASON 
SC-114              12:10 PM - 3:10 PM       RAMACHANDRAN                  
SC-114              3:50 PM - 6:50 PM        ANDROULAKIS                   
LOR-022             7:30 PM - 10:30 PM       ASEFA, TEWODROS               
LOR-022             8:30 AM - 11:30 AM       BERTUCCIO, ALEX               
HCK-127             12:10 PM - 3:10 PM       BUETTNER, HELEN               
LOR-022             3:50 PM - 6:50 PM        CELIK, FUAT                   
LOR-022             7:30 PM - 10:30 PM       CHUNDAWAT                     
HCK-130             8:30 AM - 11:30 AM       DUTT, MEENAKSHI               
LOR-022             12:10 PM - 3:10 PM       GLASSER                       
LOR-022             3:50 PM - 6:50 PM        IERAPETRITOU                  
HCK-130             7:30 PM - 10:30 PM       MOGHE, PRABHAS                
LOR-022             8:30 AM - 11:30 AM       MUZZIO                        
LOR-022             12:10 PM - 3:10 PM       NEIMARK                       
HCK-127             3:50 PM - 6:50 PM        PEDERSEN                      
LOR-022             2:15 PM - 3:10 PM        RAMACHANDRAN                  
LOR-022             2:15 PM - 3:10 PM        ROTH, CHARLES                 
HCK-118             10:20 AM - 11:40 AM      SHAPLEY, NINA                 
LOR-022             2:15 PM - 3:10 PM        SINGH, RAVENDRA               
LOR-022             2:15 PM - 3:10 PM        SCHUSTER                      
RAB-110B            12:10 PM - 1:30 PM       TOMASSONE                     
FH-A5               2:15 PM - 3:10 PM        TSILOMELEKIS                  
FH-A5               2:15 PM - 3:10 PM        ZHANG, HAORAN                 
VH-105              2:00 PM - 3:20 PM        SHAPLEY, NINA                 
VH-105              2:15 PM - 3:10 PM        SHAPLEY, NINA                 
FNH-205             2:15 PM - 3:10 PM        RAJA, PRARTHANA               
VH-105              3:50 PM - 5:10 PM        RAJA, PRARTHANA               
VH-105              2:15 PM - 3:10 PM        RAJA, PRARTHANA               
HCK-118             2:15 PM - 3:10 PM        OGUNKANMI                     
VH-105              5:40 PM - 7:00 PM        BRENNER, ALFRED               
VH-105              10:35 AM - 11:30 AM      YONG, YOOK-KONG               
HCK-118             10:35 AM - 11:30 AM      MAZUREK, MONICA               
VH-105              8:30 AM - 9:50 AM        WANG, RUOQIAN                 
VH-105              10:35 AM - 11:30 AM      ZHENG, LIN                    
HCK-112             10:35 AM - 11:30 AM      ZHENG, LIN                    
VH-105              8:30 AM - 9:50 AM        ZHENG, LIN                    
VH-105              10:35 AM - 11:30 AM      ZHENG, LIN                    
HCK-112             10:35 AM - 11:30 AM      DEMETRACOPOULOU               
ARH-100             8:30 AM - 9:50 AM        BALAGURU                      
ARH-100             8:30 AM - 11:30 AM       ABU-OBEIDAH                   
VH-105              5:40 PM - 8:40 PM        PERSAD, ALISSA                
VH-105              10:20 AM - 1:20 PM       YAGNIK, HARDIK                
HH-A2               10:20 AM - 1:20 PM       YAGNIK, HARDIK                
AB-1170             2:00 PM - 5:00 PM        PERSAD, ALISSA                
AB-1170             5:40 PM - 8:40 PM        PERSAD, ALISSA                
RAB-104             10:20 AM - 11:40 AM      YAGNIK, HARDIK                
AB-1170             3:50 PM - 5:10 PM        MISKEWITZ                     
AB-1170             2:00 PM - 3:20 PM        JIN, JING                     
HCK-118             2:00 PM - 3:20 PM        MAHER, ALI                    
AB-1170             12:10 PM - 1:30 PM                                     
AB-1170             8:30 AM - 9:50 AM                                      
HCK-113             12:10 PM - 1:30 PM       MAZUREK, MONICA               
LOR-020             10:20 AM - 11:40 AM                                    
LOR-020             2:00 PM - 3:20 PM        HAGHANI, SASAN                
HCK-202             5:40 PM - 8:40 PM        HAGHANI, SASAN                
LOR-020             2:00 PM - 3:20 PM        HAGHANI, SASAN                
LOR-020             5:40 PM - 8:40 PM        HAGHANI, SASAN                
LOR-115             2:00 PM - 3:20 PM        HAGHANI, SASAN                
LOR-020             5:40 PM - 8:40 PM        LATEEF, OMER                  
LOR-020             2:00 PM - 3:20 PM        HAGHANI, SASAN                
RAB-207             10:20 AM - 1:20 PM       HAGHANI, SASAN                
LSH-AUD             2:00 PM - 3:20 PM        HAGHANI, SASAN                
LSH-AUD             2:00 PM - 3:20 PM        HAGHANI, SASAN                
HCK-131             12:10 PM - 1:30 PM       HAGHANI, SASAN                
LSH-AUD             12:10 PM - 1:30 PM       HAGHANI, SASAN                
LSH-AUD             12:10 PM - 1:30 PM       XU, ZHAOYI                    
HCK-130             12:10 PM - 1:30 PM       KRUGER, DOV                   
LSH-AUD             10:20 AM - 11:40 AM      KRUGER, DOV                   
LSH-AUD             10:20 AM - 11:40 AM      KRUGER, DOV                   
RAB-110B            10:20 AM - 11:40 AM      KRUGER, DOV                   
LSH-AUD             12:10 PM - 1:30 PM                                     
LSH-AUD             2:00 PM - 3:20 PM                                      
TIL-105             3:50 PM - 5:10 PM                                      
LSH-AUD             3:50 PM - 5:10 PM                                      
LSH-AUD             10:20 AM - 11:40 AM                                    
TIL-246             10:20 AM - 11:40 AM                                    
LSH-AUD             10:20 AM - 11:40 AM      EL ROUAYHEB                   
LSH-AUD             10:20 AM - 11:40 AM      WEI, SHENG                    
HCK-127             10:20 AM - 11:40 AM      XIA, KE                       
LSH-AUD             10:20 AM - 11:40 AM      LI, XIN                       
LSH-AUD             12:10 PM - 1:30 PM       JIN, DIAN                     
HSB-206             12:10 PM - 1:30 PM       HUANG, SONGJUN                
LSH-AUD             12:10 PM - 1:30 PM       SARWATE, ANAND                
LSH-AUD             10:20 AM - 11:40 AM      SARWATE, ANAND                
HCK-112             10:20 AM - 11:40 AM      SARWATE, ANAND                
LSH-AUD             10:20 AM - 11:40 AM      SARWATE, ANAND                
LSH-AUD             12:10 PM - 1:30 PM       SARWATE, ANAND                
HCK-211             12:10 PM - 1:30 PM       SARWATE, ANAND                
LSH-AUD             12:10 PM - 1:30 PM       SARWATE, ANAND                
LSH-AUD             10:20 AM - 11:40 AM      SARWATE, ANAND                
HCK-131             10:20 AM - 11:40 AM      SARWATE, ANAND                
MU-211              12:10 PM - 1:30 PM       LIU, YAO                      
MU-211              10:20 AM - 11:40 AM      JAVANMARD                     
LSH-AUD             10:20 AM - 11:40 AM                                    
LSH-AUD             12:10 PM - 1:30 PM                                     
MU-208              10:20 AM - 11:40 AM                                    
LSH-AUD             10:20 AM - 11:40 AM                                    
LSH-AUD             10:20 AM - 11:40 AM      LATEEF, OMER                  
RAB-204             10:20 AM - 11:40 AM      XU, ZHAOYI                    
WD-LIB              10:20 AM - 11:40 AM      CAGGIANO                      
HCK-214             12:10 PM - 1:30 PM       BURBANO LOMBANA               
HCK-214             10:20 AM - 11:40 AM      RAGHUNANDAN                   
WD-DRAW             10:20 AM - 11:40 AM      JALALI, SHIRIN                
WD-DRAW             10:20 AM - 11:40 AM      CHEN, YINGYING                
BE-111              10:20 AM - 11:40 AM      HASSAN, UMER                  
RAB-104             10:20 AM - 11:40 AM      YUAN, BO                      
RAB-104             10:20 AM - 11:40 AM      YUAN, BO                      
AB-4225             5:40 PM - 7:00 PM        YUAN, BO                      
AB-4225             5:40 PM - 7:00 PM        YUAN, BO                      
AB-1230             3:50 PM - 5:10 PM        YUAN, BO                      
AB-4225             3:50 PM - 5:10 PM        BAJWA                         
AB-4225             3:50 PM - 5:10 PM        GAJIC, ZORAN                  
AB-1210             3:50 PM - 5:10 PM        LIU, HANG                     
AB-4225             3:50 PM - 5:10 PM        ZHANG, ZHAO                   
AB-4225             12:10 PM - 1:30 PM       HAGHANI, SASAN                
AB-1220             3:50 PM - 5:10 PM        HAGHANI, SASAN                
AB-4225             3:50 PM - 5:10 PM        KRUGER, DOV                   
AB-4225             10:20 AM - 11:40 AM      MARSIC, IVAN                  
AB-1230             3:50 PM - 5:10 PM        CAGGIANO                      
AB-4225             3:50 PM - 5:10 PM        NAJAFIZADEH                   
AB-4225             10:20 AM - 11:40 AM      PEPE, RUSSELL                 
AB-1230             3:50 PM - 5:10 PM        DANA, KRISTIN                 
AB-4225             3:50 PM - 5:10 PM        CHUNG, TAERIN                 
AB-4225             12:10 PM - 1:30 PM       WU, CHUNG-TSE                 
AB-1220             5:40 PM - 7:00 PM        HAGHANI, SASAN                
AB-4225             5:40 PM - 7:00 PM        SOLJANIN, EMINA               
AB-4225             3:50 PM - 5:10 PM        ORTIZ, JORGE                  
AB-1230             3:50 PM - 5:10 PM        GARRIDO, LUIS                 
WD-DRAW             3:50 PM - 5:10 PM        STRIKI, MARIA                 
HCK-205             12:10 PM - 1:30 PM       RAMANATHAN                    
HCK-205             12:10 PM - 1:30 PM       HAGHANI, SASAN                
HCK-101             3:50 PM - 5:10 PM        HAGHANI, SASAN                
HCK-101             12:10 PM - 1:30 PM       CADENA, JESENIA               
MU-115              12:10 PM - 1:30 PM       CADENA, JESENIA               
MU-115              12:10 PM - 1:30 PM       CADENA, JESENIA               
RAB-001             12:10 PM - 1:30 PM       CADENA, JESENIA               
RAB-001             12:10 PM - 1:30 PM       CADENA, JESENIA               
HCK-119             10:20 AM - 11:40 AM      CADENA, JESENIA               
HCK-119             2:00 PM - 3:20 PM        CADENA, JESENIA               
RAB-206             2:00 PM - 3:20 PM        CADENA, JESENIA               
RAB-206             12:10 PM - 1:30 PM       GUIRGUIS                      
HSB-106             2:00 PM - 3:20 PM        LEUNG, LUCILLE                
HSB-106             2:00 PM - 3:20 PM        LEUNG, LUCILLE                
ARH-200             3:50 PM - 5:10 PM        GUIRGUIS                      
ARH-200             2:00 PM - 3:20 PM        COOK CHENNAULT                
FS-101              2:00 PM - 3:20 PM                                      
FS-101              2:00 PM - 3:20 PM                                      
BRR-5101            10:20 AM - 11:40 AM      BROWN, PHILIP                 
BRR-5101            10:20 AM - 11:40 AM      BROWN, PHILIP                 
HSB-106             10:20 AM - 11:40 AM      BROWN, PHILIP                 
HSB-106             10:20 AM - 11:40 AM      BROWN, PHILIP                 
HCK-205             10:20 AM - 11:40 AM      BROWN, PHILIP                 
HCK-205             10:20 AM - 11:40 AM      BROWN, PHILIP                 
CA-A3               10:20 AM - 11:40 AM      BROWN, PHILIP                 
CA-A3               10:20 AM - 11:40 AM      BROWN, PHILIP                 
CA-A4               12:10 PM - 1:30 PM       BROWN, PHILIP                 
FOR-138A            10:20 AM - 11:40 AM      BROWN, PHILIP                 
FOR-138A            10:20 AM - 11:40 AM      BROWN, PHILIP                 
WD-DRAW             12:10 PM - 1:30 PM       BROWN, PHILIP                 
HCK-216             10:20 AM - 11:40 AM      BROWN, PHILIP                 
HCK-216             10:20 AM - 11:40 AM      BROWN, PHILIP                 
FNH-101             2:00 PM - 3:20 PM        BROWN, PHILIP                 
FNH-101             10:20 AM - 11:40 AM      BROWN, PHILIP                 
LEC-133             10:20 AM - 11:40 AM      ANTOINE, JEAN                 
HCK-126             3:50 PM - 5:10 PM        ANTOINE, JEAN                 
HCK-126             10:20 AM - 11:40 AM      DENDA                         
HSB-201             10:20 AM - 11:40 AM      DENDA                         
HSB-201             2:00 PM - 3:20 PM        DENDA                         
HSB-201             10:20 AM - 11:40 AM      DENDA                         
MU-204              10:20 AM - 11:40 AM      HUBLER, JESSE                 
MU-204              3:50 PM - 5:10 PM        SCACCHIOLI                    
HCK-202             10:20 AM - 11:40 AM      NORRIS, ANDREW                
SC-220              10:20 AM - 11:40 AM      BOTTEGA                       
HCK-214             8:30 AM - 9:50 AM        MATLOCK, THOMAS               
HCK-214             10:20 AM - 11:40 AM      MATLOCK, THOMAS               
TIL-264             10:20 AM - 11:40 AM      MATLOCK, THOMAS               
TIL-264             2:00 PM - 3:20 PM        BENNETT, HAROLD               
HCK-210             3:50 PM - 5:10 PM        GU, XI                        
HCK-210             3:50 PM - 5:10 PM        RHEE, WON-JONG                
HCK-204             10:20 AM - 11:40 AM      GOLDEN, MARTIN                
HCK-204             10:20 AM - 11:40 AM      SANTOS                        
MH-115              10:20 AM - 11:40 AM      SCHMITZ, GUIDO                
HCK-119             10:20 AM - 11:40 AM      LYNCH, JENNIFER               
HCK-119             10:20 AM - 11:40 AM                                    
HCK-118             10:20 AM - 11:40 AM                                    
HCK-118             12:10 PM - 1:30 PM       LYNCH, JENNIFER               
HCK-130             5:40 PM - 7:00 PM        REAGAN, RANDALL               
HCK-118             5:40 PM - 7:00 PM        SALEH, SAMAR                  
HCK-113             10:20 AM - 11:40 AM      SALEH, SAMAR                  
ARH-100             10:20 AM - 11:40 AM      SALEH, SAMAR                  
WD-DRAW             8:30 AM - 11:30 AM       DERYA INCE                    
CA-A5               2:00 PM - 3:20 PM        DERYA INCE                    
CA-A5               2:00 PM - 3:20 PM        DERYA INCE                    
CDL-109             2:00 PM - 3:20 PM        WICKS, ELIN                   
LSH-A142            2:00 PM - 3:20 PM        PHAM, HOANG                   
LSH-A142            3:50 PM - 5:10 PM        EZZAT AHMED                   
WD-LIB              2:00 PM - 3:20 PM        WICKS, ELIN                   
RAB-110A            2:00 PM - 3:20 PM        WICKS, ELIN                   
SC-202              3:50 PM - 5:10 PM        WICKS, ELIN                   
SC-115              2:00 PM - 3:20 PM        XI, ZHIMIN                    
WD-DRAW             2:00 PM - 3:20 PM        BAE, JINWOO                   
RAB-209B            12:10 PM - 1:30 PM       BAE, JINWOO                   
RAB-209B            2:00 PM - 3:20 PM        BAE, JINWOO                   
HCK-115             2:00 PM - 3:20 PM        JAFARI, MOHSEN                
HCK-115             10:20 AM - 11:40 AM      REAGAN, RANDALL               
AB-3100             2:00 PM - 3:20 PM        REAGAN, RANDALL               
WDC-CALL            2:00 PM - 3:20 PM        REAGAN, RANDALL               
