Class Name                                        Building/Room       Class Times              Professor Names               
14:180:430                                        AB-1170             8:30 AM - 9:50 AM        KIM, GOUN                     
INTRO TRANS PLANNING                              AB-1170             2:00 PM - 5:00 PM        SCHMADEL                      
14:180:473                                        AB-1170             7:30 PM - 10:30 PM       COLLICK                       
FOUNDATION ENGINEERING                            AB-1170             7:30 PM - 10:30 PM       BERGER, GEORGE                
14:180:491                                        AB-1170             5:40 PM - 8:40 PM        PARKS, ANDREW                 
SPECIAL PROBLEMS IN CIVIL ENGINEERING             AB-1170             12:10 PM - 1:30 PM       POTOCKI                       
14:180:493                                        AB-1170             12:10 PM - 1:30 PM       LUO, FEI                      
SPECIAL PROBLEMS IN ENVIRONMENTAL ENGINEERING     AB-1170             12:10 PM - 1:30 PM       LUO, FEI                      
14:180:497                                        AB-1170             12:10 PM - 1:30 PM       HAROON, TANWEER               
CO-OP CIVIL ENV ENGG                              AB-1170             10:20 AM - 11:40 AM      HAROON, TANWEER               
14:332:221                                        AB-1170             10:20 AM - 11:40 AM      MULLER                        
PRINCIPLES OF ELECTRICAL ENGINEERING I            AB-1170             12:10 PM - 1:30 PM       FLINSCH, ALEX                 
14:332:222                                        AB-1170             12:10 PM - 1:30 PM       TRIVEDI                       
PRINCIPLES OF ELECTRICAL ENGINEERING II           AB-1170             7:30 PM - 10:30 PM       TRIVEDI                       
14:332:223                                        AB-1170             12:10 PM - 3:10 PM       MOTTO, DOUGLAS                
PRINCIPLES OF ELECTRICAL ENGINEERING I LAB        AB-1170             2:00 PM - 3:20 PM        CUSHING                       
14:332:224                                        AB-1170             3:50 PM - 5:10 PM        ORBE, WILLIAM                 
PRINCIPLES OF ELECTRICAL ENGINEERING II LAB       AB-1170             3:50 PM - 5:10 PM        POTOCKI                       
14:332:231                                        AB-1170             3:50 PM - 5:10 PM        POTOCKI                       
DIGITAL LOGIC DESIGN                              AB-1170             3:50 PM - 5:10 PM        LAWRENCE, EMIL                
14:332:233                                        AB-1170             3:50 PM - 5:10 PM        REYNOLDS                      
DIGITAL LOGIC DESIGN LAB                          AB-1170             3:50 PM - 5:10 PM        SMITH, SOPHIE                 
14:332:312                                        AB-1170             3:50 PM - 5:10 PM        BARCLAY-PLATENB               
DISCRETE MATHEMATICS ECE                          AB-1170             3:50 PM - 5:10 PM        BARCLAY-PLATENB               
14:332:331                                        SEC-117             8:30 AM - 9:50 AM        CROSBIE                       
COMPUTER ARCHITECTURE &amp; ASSEMBLY LANGUAGE     SEC-117             8:30 AM - 9:50 AM        TAMBOLY                       
14:332:333                                        SEC-117             12:10 PM - 1:30 PM       TAMBOLY                       
COMPUTER ARCHITECTURE LAB                         SEC-117             12:10 PM - 1:30 PM       SCHIERECK                     
14:332:345                                        SEC-117             8:30 AM - 9:50 AM        JOYCE, CHAD                   
LINEAR SYSTEMS &amp; SIGNALS                      SEC-117             8:30 AM - 9:50 AM        PASCAL, CONNIE                
14:332:351                                        COR-101             3:50 PM - 5:10 PM        PASCAL, CONNIE                
PROGRM METHODOLOGYII                              COR-101             3:50 PM - 5:10 PM        ALLEN, WARREN                 
14:332:361                                        COR-101             12:10 PM - 1:30 PM       ARMOUR                        
ELECTRONIC DEVICES                                COR-101             12:10 PM - 1:30 PM       ALLEN, WARREN                 
14:332:363                                        COR-101             2:00 PM - 3:20 PM        ALLEN, WARREN                 
ELECTRONIC DEVICES LAB                            COR-101             2:00 PM - 3:20 PM        SENTEIO                       
14:332:366                                        TIL-226             10:20 AM - 11:40 AM      SENTEIO                       
DIGITAL ELECTRONICS                               TIL-226             10:20 AM - 11:40 AM      RADTKE, RICHARD               
14:332:368                                        TIL-226             10:20 AM - 11:40 AM      KONTIO, JEFFREY               
DIGITAL ELECTRONICS LAB                           TIL-226             10:20 AM - 11:40 AM      KALET, HENRY                  
14:332:402                                        TIL-226             12:10 PM - 1:30 PM       KALET, HENRY                  
SUSTAINABLE ENERGY                                TIL-226             12:10 PM - 1:30 PM       DAVIS, THOMAS                 
14:332:417                                        AB-1170             2:00 PM - 3:20 PM        DIIONNO, MARK                 
CONTROL SYSTEM DESIGN                             AB-1170             2:00 PM - 3:20 PM        AVILES, GWEN                  
14:332:421                                        AB-1170             3:50 PM - 5:10 PM        STRUPP, JOSEPH                
WIRELESS COMMUNICATION SYSTEMS                    AB-1170             3:50 PM - 5:10 PM        LIVERMORE, BETH               
14:332:424                                        AB-1170             12:10 PM - 1:30 PM       BASS, MICHAEL                 
INTRODUCTION TO INFORMATION &amp; NETWORK SECURITYAB-1170             12:10 PM - 1:30 PM       BASS, MICHAEL                 
14:332:435                                        AB-1170             10:20 AM - 11:40 AM      SCHLAGER                      
TOPICS IN ELECTRICAL &amp; COMPUTER ENGINEERING   AB-1170             10:20 AM - 11:40 AM      SAVAN, LESLIE                 
14:332:436                                        AB-1170             3:30 PM - 5:25 PM        DAVIS, THOMAS                 
TOPICS IN ELECTRICAL &amp; COMPUTER ENGINEERING   AB-1170             3:30 PM - 5:25 PM        CASSIDY, CAROL                
14:332:437                                        AB-1170             8:30 AM - 9:50 AM        DIPENTO                       
DIGITAL SYSTEM DESIGN                             AB-1170             10:20 AM - 11:40 AM      BASS, MICHAEL                 
14:332:443                                        ARH-200             3:50 PM - 5:10 PM        DIPENTO                       
MACHINE LEARNING FOR ENGINEERS                    ARH-200             12:10 PM - 1:30 PM       CASSIDY, CAROL                
14:332:445                                        ARH-200             12:10 PM - 1:30 PM       DAVIS, THOMAS                 
TOPICS IN ELECTRICAL &amp; COMPUTER ENGINEERING   ARH-200             10:20 AM - 11:40 AM      LOVE, DAVID                   
14:332:446                                        ARH-200             10:20 AM - 11:40 AM      LOVE, DAVID                   
TOPICS IN ELECTRICAL &amp; COMPUTER ENGINEERING   ARH-200             8:30 AM - 9:50 AM        POLITANO                      
14:332:448                                        PH-115              8:30 AM - 9:50 AM        PAVLICHKO                     
CAPSTONE DESIGN ECE                               PH-115              5:40 PM - 7:00 PM        HERSKOWITZ                    
14:332:449                                        PH-115              5:40 PM - 7:00 PM        HAIDER, TANYA                 
INTRODUCTION TO CAPSTONE DESIGN IN ECE            PH-115              9:20 PM - 10:40 PM       KAM, THIAM HUAT               
14:332:451                                        PH-115              9:20 PM - 10:40 PM       BENNETT, NEAL                 
PARALLEL &amp; DISTRIBUTED PROGRAMMING            PH-115              7:30 PM - 8:50 PM        MARCHI, REGINA                
14:332:452                                        SEC-118             7:30 PM - 8:50 PM        WHITE, KHADIJAH               
SOFTWARE ENGINEERING                              SEC-118             5:40 PM - 7:00 PM        LOVE, DAVID                   
14:332:460                                        SEC-118             5:40 PM - 7:00 PM        WINTERS, DAVID                
POWER ELECTRONICS                                 SEC-118             8:30 AM - 9:50 AM        HOWLETT                       
14:332:463                                        SEC-118             8:30 AM - 9:50 AM        LOVE, DAVID                   
ANALOG ELECTRONICS                                SEC-118             7:30 PM - 8:50 PM        LOGRONO, RAFAEL               
14:332:465                                        SEC-118             7:30 PM - 8:50 PM        LOGRONO, RAFAEL               
PHYSICAL ELECTRONICS                              SEC-118             8:30 AM - 9:50 AM        WHITE, KHADIJAH               
14:332:472                                        SEC-118             8:30 AM - 9:50 AM        MARCHI, REGINA                
ROBOTICS &amp; COMPUTER VISION                    SEC-118             10:20 AM - 11:40 AM      LEAVEY, SEAN                  
14:332:479                                        COR-101             10:20 AM - 11:40 AM      BRATICH, JACK                 
VLSI DESIGN                                       COR-101             3:50 PM - 5:10 PM        SACKS, BRYAN                  
14:332:481                                        COR-101             3:50 PM - 5:10 PM        FERRARI, DANYEL               
ELECTROMAGNETIC WAVES                             COR-101             12:10 PM - 1:30 PM       CLYMER                        
14:332:491                                        COR-101             12:10 PM - 1:30 PM       SAMERJAN, JOHN                
SPECIAL PROBLEMS/INDEPENDENT STUDY                COR-101             3:50 PM - 5:10 PM        FUERST                        
14:332:493                                        SEC-118             3:50 PM - 5:10 PM        PAVLIK, JOHN                  
TOPICS IN ELECTRICAL &amp; COMPUTER ENGINEERING   SEC-118             12:10 PM - 1:30 PM       WOLFSON, TODD                 
14:332:494                                        SEC-118             12:10 PM - 1:30 PM       SPUDIC, DANE                  
TOPICS IN ELECTRICAL &amp; COMPUTER ENGINEERING   SEC-118             10:20 AM - 11:40 AM      SCHEMENT, JORGE               
14:332:495                                        SEC-118             10:20 AM - 11:40 AM      BENNETT, NEAL                 
INTERNSHIP IN ELECTRICAL AND COMPUTER   ENGINEERINGSEC-118             8:30 AM - 9:50 AM        BENNETT, NEAL                 
14:332:497                                        LSH-A142            8:30 AM - 9:50 AM        MILLER, STEVEN                
CO-OP INTERNSHIP ECE                              LSH-A142            5:40 PM - 7:00 PM        WINTERS, DAVID                
14:440:100                                        LSH-A142            5:40 PM - 7:00 PM        HOLMES, MARISA                
INTRODUCTION TO ENGINEERING                       LSH-A142            9:20 PM - 10:40 PM                                     
14:440:107                                        LSH-A142            9:20 PM - 10:40 PM       MILLER, STEVEN                
METHOD OF INQUIRY FOR ENGINEERS                   LSH-A142            7:30 PM - 8:50 PM        MILLER, STEVEN                
14:440:115                                        HLL-116             7:30 PM - 8:50 PM        D'AMBROSIO                    
REILLY DELLC INTRODUCTION TO ENGINEERING          HLL-116             5:40 PM - 7:00 PM        D'AMBROSIO                    
14:440:124                                        HLL-116             5:40 PM - 7:00 PM        KEITH, SUSAN                  
BEING RU-FIT: FIRST YEAR INTERNATIONAL TRANSITION HLL-116             8:30 AM - 9:50 AM        ROBBINS, LENN                 
14:440:127                                        HLL-116             8:30 AM - 9:50 AM        RIVERA, JOSEPH                
INTRODUCTION TO COMPUTERS FOR ENGINEERS           HLL-116             7:30 PM - 8:50 PM        MILLER, STEVEN                
14:440:191                                        TIL-264             7:30 PM - 8:50 PM        GAY, ROXANE                   
HONORS INTRODUCTION TO ENGINEERING                TIL-264             8:30 AM - 9:50 AM                                      
14:440:221                                        TIL-264             8:30 AM - 9:50 AM        KAM, THIAM HUAT               
ENGINEERING MECHANICS: STATICS                    TIL-264             10:20 AM - 11:40 AM                                    
14:440:222                                        TIL-264             10:20 AM - 11:40 AM                                    
ENGINEERING MECHANICS: DYNAMICS                   TIL-264             3:50 PM - 5:10 PM                                      
14:440:291                                        BRR-1071            3:50 PM - 5:10 PM        DEVI, ASHA                    
HONORS ENGINEERING MECHANICS: STATICS             BRR-1071            12:10 PM - 1:30 PM       JACOBS, MAX                   
14:440:292                                        BRR-1071            12:10 PM - 1:30 PM       GOLDIN, GERALD                
HONORS ENGINEERING MECHANICS: DYNAMICS            BRR-1071            3:50 PM - 5:10 PM        DUNCAN, RAVIT                 
14:440:298                                        BRR-1071            3:50 PM - 5:10 PM        ROUNDY, RENEE                 
SKILLS TO SUCCEED                                 BRR-1071            10:20 AM - 11:40 AM      SARGENT, TANJA                
14:440:301                                        LOR-020             10:20 AM - 11:40 AM      POLLICINO, A.                 
INTRO PACKAGING ENG                               LOR-020             3:50 PM - 5:10 PM                                      
14:440:302                                        LOR-020             3:50 PM - 5:10 PM                                      
CAD FOR PACKAGING ENGINEERING                     LOR-020             2:00 PM - 3:20 PM                                      
14:440:371                                        LOR-020             2:00 PM - 3:20 PM                                      
PACKAGING EVAL MTDS                               LOR-020             5:40 PM - 7:00 PM                                      
14:440:373                                        HLL-116             5:40 PM - 7:00 PM                                      
PACKAGING MANUFACTURING                           HLL-116             8:30 AM - 9:50 AM                                      
14:440:378                                        HLL-116             8:30 AM - 9:50 AM        EL-MOSLIMANY                  
SUSTAINABLE PACKAGING                             HLL-116             7:30 PM - 8:50 PM        SHOEMAKER                     
14:440:419                                        HLL-116             7:30 PM - 8:50 PM        GOBERT, JANICE                
INNOVATION &amp; DESIGN                           HLL-116             10:20 AM - 11:40 AM      ROSENBERG                     
14:440:470                                        SEC-118             10:20 AM - 11:40 AM      HUNG, CHI-CHUN                
PACKAGING LAB I                                   SEC-118             8:30 AM - 9:50 AM        BOYLE, BRYDIE                 
14:440:489                                        SEC-118             8:30 AM - 9:50 AM        DELMONACO-PENNI               
SPECIAL PROBLEMS IN PACKAGING                     SEC-118             7:30 PM - 8:50 PM        AGHEKYAN, ROSA                
14:440:497                                        SEC-118             7:30 PM - 8:50 PM        VASTANO                       
CO-OP ENGINEERING                                 SEC-118             9:20 PM - 10:40 PM       DELMONACO-PENNI               
14:440:499                                        HLL-116             9:20 PM - 10:40 PM       AGHEKYAN, ROSA                
PACKAGING ENGINEERING CO-OP/INTERNSHIP            HLL-116             5:40 PM - 7:00 PM        JAFFE, EVAN                   
14:540:201                                        HLL-116             5:40 PM - 7:00 PM        HAMMOND                       
WORK DESIGN &amp; ERGONOMICS                      HLL-116             5:40 PM - 7:00 PM        SHAHIDULLAH                   
14:540:202                                        HLL-116             5:40 PM - 7:00 PM        JAFFE, EVAN                   
WORK DESIGN LAB                                   HLL-116             7:30 PM - 8:50 PM        LEE, ANNA                     
14:540:213                                        HLL-116             7:30 PM - 8:50 PM        ROSENBERG                     
INDUSTRIAL ENGINEERING LAB                        HLL-116             7:30 PM - 8:50 PM        HOUSAND, BRIAN                
14:540:305                                        HLL-116             7:30 PM - 8:50 PM        DAILEY, DEBORAH               
HONORS CANDID PROB                                HLL-116             7:30 PM - 8:50 PM        DAILEY, DEBORAH               
14:540:320                                        HLL-116             7:30 PM - 8:50 PM        BROWN, ELISSA                 
ENGINEERING STATISTICS                            HLL-116             5:40 PM - 7:00 PM        URBANIAK, JAMES               
14:540:338                                        AB-1170             5:40 PM - 7:00 PM        URBANIAK, JAMES               
PROB MODELS OP RES                                AB-1170             7:30 PM - 8:50 PM        PANCER, CYNTHIA               
14:540:343                                        AB-1170             7:30 PM - 8:50 PM        PANCER, CYNTHIA               
ENGINEERNG ECONOMICS                              AB-1170             5:40 PM - 7:00 PM        HICKEY, CAROLYN               
14:540:382                                        AB-1170             5:40 PM - 7:00 PM        HICKEY, CAROLYN               
AUTOMATION AND SYSTEMS DESIGN                     AB-1170             7:30 PM - 8:50 PM        O'NEIL, NATALIE               
14:540:383                                        AB-1170             7:30 PM - 8:50 PM        O'NEIL, NATALIE               
AUTOMATION AND SYSTEMS DESIGN           LABORATORYAB-1170             3:50 PM - 5:10 PM        CHINGWE, JEN                  
14:540:400                                        AB-1170             3:50 PM - 5:10 PM        CHINGWE, JEN                  
DES ENGR SYS II                                   AB-1170             8:30 AM - 9:50 AM        HORBATT, BRENT                
14:540:433                                        AB-1170             8:30 AM - 9:50 AM        HORBATT, BRENT                
QUALITY ENGINEERING                               AB-1170             9:20 PM - 10:40 PM       URBANIAK, JAMES               
14:540:434                                        SEC-209             9:20 PM - 10:40 PM       PANCER, CYNTHIA               
QUALITY ENGR LAB                                  SEC-209             5:40 PM - 7:00 PM        O'NEIL, NATALIE               
14:540:453                                        SEC-209             5:40 PM - 7:00 PM        CHINGWE, JEN                  
PRODUCTION CONTROL                                SEC-209             12:10 PM - 1:30 PM       VASTANO                       
14:540:487                                        SEC-209             12:10 PM - 1:30 PM       CALABRESE                     
ENERGY SYSTEMS MODELING AND OPTIMIZATION          SEC-209             10:20 AM - 11:40 AM      MAYER, MATTHEW                
14:540:491                                        SEC-209             10:20 AM - 11:40 AM      HARRISON                      
SPECIAL PROBLEMS                                  SEC-209             8:30 AM - 9:50 AM        SHAHIDULLAH                   
14:540:496                                        SEC-209             8:30 AM - 9:50 AM        MILLER, BRETT; LIVERPOOL      
INTERNSHIP AND CO-OP IN INDUSTRIAL AND SYSTEMS ENGINEER..SEC-209             7:30 PM - 8:50 PM        LIVERPOOL; MILLER, BRETT      
14:540:497                                        SEC-209             7:30 PM - 8:50 PM        LIVERPOOL; LARSON, RANDI      
INTERNSHIP AND CO-OP IN INDUSTRIAL AND SYSTEMS ENGINEER..SEC-209             7:30 PM - 8:50 PM        LIVERPOOL                     
14:635:203                                        SEC-209             7:30 PM - 8:50 PM        ARDIZZONE                     
INTRO MATLS SCI ENGG                              SEC-209             9:20 PM - 10:40 PM       OWENS, LAWRENCE               
14:635:205                                        SEC-209             9:20 PM - 10:40 PM       LIVERPOOL                     
CRYSTAL CHEM&amp; STRUCT                          SEC-209             7:30 PM - 8:50 PM                                      
14:635:305                                        SEC-209             7:30 PM - 8:50 PM        QIU, XIAOWEN                  
MATLS MICROPROC                                   SEC-209             12:10 PM - 1:30 PM       CURRAN, MARY                  
14:635:307                                        HLL-116             12:10 PM - 1:30 PM       CURRAN, MARY                  
KINETICS OF MAT PROC                              HLL-116             8:30 AM - 9:50 AM        LOBMAN, CARRIE                
14:635:309                                        HLL-116             8:30 AM - 9:50 AM        OHITO, ESTHER                 
CHARACT OF MATERIALS                              HLL-116             10:20 AM - 11:40 AM      RAMKELLAWAN-ART               
14:635:312                                        HLL-116             10:20 AM - 11:40 AM      PALPACUER                     
GLASS ENGINEERING                                 HLL-116             5:40 PM - 7:00 PM        BELLOWS, CHLOE                
14:635:316                                        FH-A5               5:40 PM - 7:00 PM        GOLDIN, GERALD                
EOM PROP OF MATLS                                 FH-A5               7:30 PM - 8:50 PM        LEE, SHANIQUE                 
14:635:353                                        FH-A5               7:30 PM - 8:50 PM        OHITO, ESTHER                 
LAB II                                            FH-A5               5:40 PM - 7:00 PM        LEE, SHANIQUE                 
14:635:362                                        FH-A5               5:40 PM - 7:00 PM        LEE, SHANIQUE                 
PHYSICAL METALLURGY                               FH-A5               7:30 PM - 8:50 PM        OHITO, ESTHER                 
14:635:402                                        CA-A5               7:30 PM - 8:50 PM        VILLANUEVA                    
SENIOR MSE LAB                                    CA-A5               10:20 AM - 11:40 AM      OCHOA, JULIE                  
14:635:403                                        CA-A5               10:20 AM - 11:40 AM      OCHOA, JULIE                  
MSE SEMINAR                                       CA-A5               3:50 PM - 5:10 PM        PAPE, ANGELA                  
14:635:405                                        CA-A5               3:50 PM - 5:10 PM        OCHOA, JULIE                  
SOLAR CELL DSGN PROC                              CA-A5               8:30 AM - 9:50 AM        MURPHY                        
14:635:407                                        LOR-020             8:30 AM - 9:50 AM        ANTUNES, DAVID                
MECHANICAL PROPERTIES OF MATERIALS                LOR-020             8:30 AM - 9:50 AM        MACCHIA                       
14:635:412                                        LOR-020             8:30 AM - 9:50 AM        HYLAND, NORA                  
MSE ENG'G DESIGN II                               LOR-020             8:30 AM - 9:50 AM        RAGGIO, TOM                   
14:635:491                                        LOR-020             10:20 AM - 11:40 AM      RAGGIO, TOM                   
SPECIAL PROBLEMS                                  LOR-020             8:30 AM - 9:50 AM        RAGGIO, TOM                   
14:635:497                                        LOR-020             8:30 AM - 9:50 AM        TREACY, ERIN                  
CO-OP CERAM &amp; MAT ENGG                        LOR-020             12:10 PM - 1:30 PM       TREACY, ERIN                  
14:650:210                                        LOR-020             10:20 AM - 11:40 AM      BROWN, DONNA                  
INTRODUCTION TO AEROSPACE ENGINEERING             LOR-020             10:20 AM - 11:40 AM      BROWN, DONNA                  
14:650:289                                        LOR-020             10:20 AM - 11:40 AM      ANDERSSON                     
PROFESSIONAL AND LEADERSHIP DEVELOPMENT IN MAE    LOR-020             10:20 AM - 11:40 AM      DICKINSON                     
14:650:291                                        SEC-210             10:20 AM - 11:40 AM      DICKINSON                     
MECHANICS OF MATERIALS                            SEC-210             12:10 PM - 1:30 PM       GREENE                        
14:650:298                                        SEC-210             10:20 AM - 11:40 AM      GREENE                        
UNDERGRADUATE RESEARCH FOR SOPHOMORES             SEC-210             10:20 AM - 11:40 AM      DICKINSON                     
14:650:312                                        SEC-210             2:00 PM - 3:20 PM        THACKRAY                      
FLUID MECHANICS                                   SEC-210             2:00 PM - 3:20 PM        LEDUC, RITA                   
14:650:342                                        TIL-258             2:00 PM - 3:20 PM        THACKRAY                      
DESIGN OF MECHANICAL COMPONENTS                   TIL-258             10:20 AM - 11:40 AM      LEDUC, RITA                   
14:650:350                                        TIL-258             2:00 PM - 3:20 PM                                      
MECH ENG MES W/LAB                                TIL-258             2:00 PM - 3:20 PM        DOMER, JENNIFER               
14:650:351                                        TIL-258             12:10 PM - 1:30 PM       DOMER, JENNIFER               
THERMODYNAMICS                                    TIL-258             2:00 PM - 3:20 PM        DOMER, JENNIFER               
14:650:361                                        TIL-258             2:00 PM - 3:20 PM        DOMER, JENNIFER               
INTRO MECHATRONICS                                TIL-258             2:00 PM - 3:20 PM        CATERA, DAMIAN                
14:650:388                                        TIL-258             3:50 PM - 5:10 PM        CATERA, DAMIAN                
CAD IN MECHANICAL ENGINEERING                     TIL-258             3:50 PM - 5:10 PM        ZIMMERMAN                     
14:650:398                                        TIL-258             2:00 PM - 3:20 PM        WASHBURN, TYSON               
UNDERGRADUATE RESEARCH FOR JUNIORS                TIL-258             3:50 PM - 5:10 PM        WASHBURN, TYSON               
14:650:401                                        CA-A5               3:50 PM - 5:10 PM        KIESE, DARA                   
DYNAMIC SYSTEMS AND CONTROL                       CA-A5               3:50 PM - 5:10 PM        SPONDER                       
14:650:431                                        CA-A5               3:50 PM - 5:10 PM        PETERSEN                      
MECH ENGG LAB I                                   CA-A5               3:50 PM - 5:10 PM        PETERSEN                      
14:650:439                                        CA-A5               5:40 PM - 7:00 PM        PETERSEN                      
MULTIPHYSICS SIMULATIONS                          CA-A5               8:30 AM - 9:50 AM        PETERSEN                      
14:650:451                                        TIL-116             8:30 AM - 9:50 AM        SPONDER                       
VEHICLE DYNAMICS                                  TIL-116             8:30 AM - 9:50 AM        SPONDER                       
14:650:455                                        TIL-116             8:30 AM - 9:50 AM        SPONDER                       
DESIGN OF MECHANISMS                              TIL-116             8:30 AM - 9:50 AM        SPONDER                       
14:650:457                                        TIL-116             10:20 AM - 11:40 AM      SPONDER                       
SPACECRAFT &amp; MISION DESIGN                    TIL-116             8:30 AM - 9:50 AM        SPONDER                       
14:650:462                                        PH-115              8:30 AM - 9:50 AM        SPONDER                       
POWER PLANTS                                      PH-115              12:10 PM - 1:30 PM       POLLACK, AMEE; ROGEBERG       
14:650:465                                        PH-115              7:30 PM - 8:50 PM        POLLACK, AMEE                 
ORBITAL MECHANICS                                 PH-115              7:30 PM - 8:50 PM        KENNEDY, ANDREW               
14:650:467                                        PH-115              5:40 PM - 7:00 PM        VARGA, ANTON                  
DESIGN &amp; MFG. I                               PH-115              7:30 PM - 8:50 PM        CAUDO, MICHAEL                
14:650:474                                        LSH-B117            7:30 PM - 8:50 PM        GULLY, VANESSA                
ALT ENERGY I                                      LSH-B117            7:30 PM - 8:50 PM        LIANG, HONGZHE                
14:650:481                                        LSH-B117            7:30 PM - 8:50 PM        HOROWITZ                      
HEAT TRANSFER                                     LSH-B117            7:30 PM - 8:50 PM        SCHNEIDER                     
14:650:487                                        LSH-B117            9:20 PM - 10:40 PM       BRAVO IDROBO                  
AEROSPACE ENGINEERING DESIGN 1                    LSH-B117            9:20 PM - 10:40 PM       DOYLE, ELIZA                  
14:650:495                                        HLL-116             9:20 PM - 10:40 PM       DOYLE, ELIZA                  
INTERNSHIP IN MECHANICAL AND AEROSPACE ENGINEERINGHLL-116             3:50 PM - 5:10 PM        BAKST, LAUREN                 
14:650:496                                        HLL-116             9:20 PM - 10:40 PM       BAKST, LAUREN                 
CO-OP INTERNSHIP IN MECHANICAL AND AEROSPACE ENGINEERIN..HLL-116             9:20 PM - 10:40 PM       SHEAR, JENNIFER               
14:650:497                                        HLL-116             5:40 PM - 7:00 PM        GREENE                        
CO-OP INTERNSHIP IN MECHANICAL AND AEROSPACE ENGINEERIN..HLL-116             9:20 PM - 10:40 PM       BRAVO IDROBO                  
14:650:498                                        COR-101             9:20 PM - 10:40 PM       BIDAK, ANGELA                 
UNDERGRADUATE RESEARCH FOR SENIORS                COR-101             7:30 PM - 8:50 PM        AMOABENG                      
30:158:309                                        COR-101             12:10 PM - 1:30 PM       PANSERA                       
BIOCHEMICAL FOUNDATIONS OF PHARMACEUTICAL BIOTECHNOLOGY..COR-101             2:00 PM - 3:20 PM        SHOJAE-CHAGHORV               
30:158:420                                        COR-101             10:20 AM - 11:40 AM      VALDES ROSERO                 
PHARMACEUTICAL MICROBIOLOGY                       COR-101             12:10 PM - 1:30 PM       WESTRICK, JANE                
30:158:495                                        SEC-210             2:00 PM - 3:20 PM        HINCAPIE                      
RESEARCH IN CHEMICAL BIOLOGY                      SEC-210             12:10 PM - 1:30 PM       CAUDO, MICHAEL                
30:158:497                                        SEC-210             12:10 PM - 1:30 PM       TEKIN, MELISA                 
RESEARCH IN CHEMICAL BIOLOGY                      SEC-210             2:00 PM - 3:20 PM        PAHLEVAN                      
30:715:307                                        SEC-210             2:00 PM - 3:20 PM        AUGER, SOPHIE                 
PHARMACEUTICAL CHEMISTRY                          SEC-210             5:40 PM - 7:00 PM        OLIVEIRA MATARA               
30:715:409                                        TIL-258             5:40 PM - 7:00 PM        JEMISON                       
MEDICINAL CHEMISTRY I                             TIL-258             2:00 PM - 3:20 PM        ZIMMERMAN                     
30:715:451                                        TIL-258             5:40 PM - 7:00 PM        FRIEDMAN                      
RESEARCH TECHNIQUES IN MEDICINAL CHEMISTRY        TIL-258             5:40 PM - 7:00 PM        VEGA, ALEXANDRA               
30:715:495                                        TIL-258             3:50 PM - 5:10 PM        CARTWRIGHT                    
RESEARCH IN MEDICINAL CHEMISTRY                   TIL-258             5:40 PM - 7:00 PM        BLAUSTEIN REJTO               
30:715:497                                        TIL-116             5:40 PM - 7:00 PM        LUO, MAISIE                   
RESEARCH IN MEDICINAL CHEMISTRY                   TIL-116             5:40 PM - 7:00 PM        STRADA                        
30:718:304                                        TIL-116             5:40 PM - 7:00 PM        NALLEY, JUSTIN                
PATHOPHYSIOLOGY                                   TIL-116             5:40 PM - 7:00 PM        VEGA, ALEXANDRA               
30:718:495                                        TIL-116             3:50 PM - 5:10 PM        KURTZ, CHERILYN               
RESEARCH IN PHARMACOLOGY/TOXICOLOGY               TIL-116             5:40 PM - 7:00 PM        GALLAGHER                     
30:718:497                                        TIL-258             5:40 PM - 7:00 PM        GREENE                        
RESEARCH IN PHARMACOLOGY/TOXICOLOGY               TIL-258             5:40 PM - 7:00 PM        SHEAR, JENNIFER               
30:720:301                                        TIL-258             5:40 PM - 7:00 PM        WILLIAM, DIDIER               
INTRODUCTION TO RESEARCH                          TIL-258             5:40 PM - 7:00 PM        TORRES, MAURA                 
30:720:440                                        TIL-258             7:30 PM - 8:50 PM        HART, HEATHER                 
PULMONARY AND HEMATOLOGY PHARMACOTHERAPY          TIL-258             2:00 PM - 3:20 PM        LICHTENSTEIN                  
30:720:442                                        CA-A5               2:00 PM - 3:20 PM        NORMILE, NORA                 
CARDIOLOGY PHARMACOTHERAPY                        CA-A5               3:50 PM - 5:10 PM        NEUMAN, RENANA                
30:721:301                                        CA-A5               2:00 PM - 3:20 PM        BAYER, JOSHUA                 
INTRODUCTION TO PHARMACEUTICS                     CA-A5               2:00 PM - 3:20 PM        GULLY, VANESSA                
30:721:495                                        CA-A5               5:40 PM - 7:00 PM        LILIENTHAL                    
RESEARCH IN PHARMACEUTICS                         CA-A5               2:00 PM - 3:20 PM        RODMAN, HALSEY                
30:721:497                                        LOR-020             2:00 PM - 3:20 PM        FEIZI KHANKANDI               
RESEARCH IN PHARMACEUTICS                         LOR-020             7:30 PM - 8:50 PM        GILL, RACHEL                  
30:725:304                                        LOR-020             10:20 AM - 11:40 AM      FEIZI KHANKANDI               
LEAP-AHEAD DOCUMENTATION/PORTFOLIO I              LOR-020             10:20 AM - 11:40 AM      NEUMAN, RENANA                
30:725:320                                        LOR-020             8:30 AM - 9:50 AM        MAYTON, CHARLES               
FOUNDATIONS OF PHARMACY CARE                      LOR-020             10:20 AM - 11:40 AM      HORTON, KEVIN                 
30:725:341                                        PH-115              10:20 AM - 11:40 AM      RAND, BRYSON                  
ECONOMIC MODELING OF PHARMACEUTICALS AND OTHER HEALTH I..PH-115              10:20 AM - 11:40 AM      FEWZEE, ARASH                 
